chr	window_start	reads_all	matches	matchrate
chr1	157600	1900	1550	0.815789
chr1	157700	1900	1573	0.827895
chr1	157800	1900	1554	0.817895
chr1	157900	1902	1550	0.814932
chr1	158000	1925	1600	0.831169
chr1	158100	1900	1519	0.799474
chr1	158200	1900	1541	0.811053
chr1	158300	1894	1591	0.840021
chr1	158400	1800	1447	0.803889
chr1	158500	1800	1498	0.832222
chr1	158600	1759	1436	0.816373
chr1	158700	1669	1355	0.811863
chr1	158800	1600	1307	0.816875
chr1	158900	1596	1314	0.823308
chr1	159000	1631	1340	0.821582
chr1	159100	1743	1498	0.859438
chr1	159200	1748	1416	0.810069
chr1	159300	1700	1425	0.838235
chr1	159400	1700	1434	0.843529
chr1	159500	1700	1379	0.811176
chr1	159600	1700	1366	0.803529
chr1	159700	1700	1397	0.821765
chr1	159800	1700	1318	0.775294
chr1	159900	1630	1282	0.786503
chr1	160000	1600	1396	0.8725
chr1	160100	1600	1296	0.81
chr1	160200	1600	1357	0.848125
chr1	160300	1600	1324	0.8275
chr1	160400	1600	1329	0.830625
chr1	160500	1600	1353	0.845625
chr1	160600	1566	1273	0.812899
chr1	160700	1521	1244	0.817883
chr1	160800	1500	1227	0.818
chr1	160900	1500	1230	0.82
chr1	161000	1500	1225	0.816667
chr1	161100	1524	1259	0.826115
chr1	161200	1600	1333	0.833125
chr1	161300	1600	1282	0.80125
chr1	161400	1600	1361	0.850625
chr1	161500	1600	1285	0.803125
chr1	161600	1600	1261	0.788125
chr1	161700	1600	1344	0.84
chr1	161800	1600	1376	0.86
chr1	161900	1600	1272	0.795
chr1	162000	1600	1358	0.84875
chr1	162100	1600	1372	0.8575
chr1	162200	1600	1348	0.8425
chr1	162300	1600	1324	0.8275
chr1	162400	1646	1317	0.800122
chr1	162500	1600	1327	0.829375
chr1	162600	1560	1261	0.808333
chr1	162700	1500	1222	0.814667
chr1	162800	1500	1247	0.831333
chr1	162900	1579	1310	0.829639
chr1	163000	1700	1349	0.793529
chr1	163100	1700	1404	0.825882
chr1	163200	1700	1408	0.828235
chr1	163300	1700	1365	0.802941
chr1	163400	1700	1398	0.822353
chr1	163500	1700	1404	0.825882
chr1	163600	1700	1392	0.818824
chr1	163700	1685	1371	0.81365
chr1	163800	1600	1348	0.8425
chr1	163900	1600	1318	0.82375
chr1	164000	1534	1229	0.801173
chr1	164100	1600	1308	0.8175
chr1	164200	1600	1329	0.830625
chr1	164300	1600	1372	0.8575
chr1	164400	1600	1317	0.823125
chr1	164500	1600	1310	0.81875
chr1	164600	1600	1353	0.845625
chr1	164700	1510	1265	0.837748
chr1	164800	1500	1190	0.793333
chr1	164900	1500	1099	0.732667
chr1	165000	1500	1139	0.759333
chr1	165100	1533	1233	0.804305
chr1	165200	1600	1299	0.811875
chr1	165300	1600	1310	0.81875
chr1	165400	1600	1297	0.810625
chr1	165500	1600	1318	0.82375
chr1	165600	1600	1346	0.84125
chr1	165700	1600	1298	0.81125
chr1	165800	1600	1326	0.82875
chr1	165900	1600	1239	0.774375
chr1	166000	1600	1331	0.831875
chr1	166100	1600	1233	0.770625
chr1	166200	1600	1365	0.853125
chr1	166300	1600	1339	0.836875
chr1	166400	1600	1229	0.768125
chr1	166500	1600	1410	0.88125
chr1	166600	1600	1357	0.848125
chr1	166700	1600	1344	0.84
chr1	166800	1655	1324	0.8
chr1	166900	1800	1532	0.851111
chr1	167000	1811	1443	0.796797
chr1	167100	1970	1583	0.803553
chr1	167200	1975	1699	0.860253
chr1	167300	1900	1610	0.847368
chr1	167400	1984	1723	0.868448
chr1	167500	2050	1629	0.794634
chr1	167600	2095	1683	0.803341
chr1	167700	2000	1634	0.817
chr1	167800	2000	1688	0.844
chr1	167900	1945	1494	0.768123
chr1	168000	1900	1609	0.846842
chr1	168100	1994	1663	0.834002
chr1	168200	2000	1624	0.812
chr1	168300	1896	1580	0.833333
chr1	168400	1800	1477	0.820556
chr1	168500	1800	1461	0.811667
chr1	168600	1892	1453	0.76797
chr1	168700	1919	1586	0.826472
chr1	168800	2019	1726	0.854879
chr1	168900	2100	1692	0.805714
chr1	169000	2202	1833	0.832425
chr1	169100	2300	1837	0.798696
chr1	169200	2300	1901	0.826522
chr1	169300	2383	2037	0.854805
chr1	169400	2400	1948	0.811667
chr1	169500	2400	1997	0.832083
chr1	169600	2400	1926	0.8025
chr1	169700	2400	1981	0.825417
chr1	169800	2353	1947	0.827454
chr1	169900	2319	2032	0.87624
chr1	170000	2400	1959	0.81625
chr1	170100	2320	1886	0.812931
chr1	170200	2268	1893	0.834656
chr1	170300	2171	1860	0.856748
chr1	170400	2100	1758	0.837143
chr1	170500	2181	1817	0.833104
chr1	170600	2200	1871	0.850455
chr1	170700	2200	1874	0.851818
chr1	170800	2200	1778	0.808182
chr1	170900	2200	1791	0.814091
chr1	171000	2200	1795	0.815909
chr1	171100	2200	1935	0.879545
chr1	171200	2200	1795	0.815909
chr1	171300	2200	1855	0.843182
chr1	171400	2200	1783	0.810455
chr1	171500	2200	1844	0.838182
chr1	171600	2200	1903	0.865
chr1	171700	2200	1881	0.855
chr1	171800	2200	1743	0.792273
chr1	171900	2200	1802	0.819091
chr1	172000	2200	1895	0.861364
chr1	172100	2197	1729	0.786982
chr1	172200	2100	1757	0.836667
chr1	172300	2100	1719	0.818571
chr1	172400	2100	1649	0.785238
chr1	172500	2100	1729	0.823333
chr1	172600	2100	1764	0.84
chr1	172700	2100	1769	0.842381
chr1	172800	2100	1771	0.843333
chr1	172900	2166	1701	0.785319
chr1	173000	2200	1822	0.828182
chr1	173100	2200	1792	0.814545
chr1	173200	2200	1861	0.845909
chr1	173300	2200	1712	0.778182
chr1	173400	2200	1795	0.815909
chr1	173500	2278	1937	0.850307
chr1	173600	2331	2008	0.861433
chr1	173700	2300	1904	0.827826
chr1	173800	2300	1921	0.835217
chr1	173900	2300	1831	0.796087
chr1	174000	2375	1942	0.817684
chr1	174100	2400	2035	0.847917
chr1	174200	2423	2050	0.846059
chr1	174300	2600	2232	0.858462
chr1	174400	2600	2158	0.83
chr1	174500	2600	2261	0.869615
chr1	174600	2592	2243	0.865355
chr1	174700	2500	1972	0.7888
chr1	174800	2445	2015	0.824131
chr1	174900	2493	2083	0.83554
chr1	175000	2559	2159	0.843689
chr1	175100	2671	2272	0.850618
chr1	175200	2700	2199	0.814444
chr1	175300	2700	2283	0.845556
chr1	175400	2700	2116	0.783704
chr1	175500	2785	2182	0.783483
chr1	175600	2800	2234	0.797857
chr1	175700	2763	2401	0.868983
chr1	175800	2823	2347	0.831385
chr1	175900	2900	2313	0.797586
chr1	176000	2900	2243	0.773448
chr1	176100	2900	2466	0.850345
chr1	176200	2825	2363	0.83646
chr1	176300	2844	2323	0.816807
chr1	176400	2900	2408	0.830345
chr1	176500	2900	2452	0.845517
chr1	176600	2900	2444	0.842759
chr1	176700	2900	2351	0.81069
chr1	176800	2900	2322	0.80069
chr1	176900	2900	2445	0.843103
chr1	177000	2900	2318	0.79931
chr1	177100	2900	2357	0.812759
chr1	177200	2900	2345	0.808621
chr1	177300	2900	2363	0.814828
chr1	177400	2900	2445	0.843103
chr1	177500	2930	2380	0.812287
chr1	177600	3000	2381	0.793667
chr1	177700	3000	2418	0.806
chr1	177800	3000	2341	0.780333
chr1	177900	3000	2430	0.81
chr1	178000	2918	2287	0.783756
chr1	178100	2837	2369	0.835037
chr1	178200	2800	2294	0.819286
chr1	178300	2800	2298	0.820714
chr1	178400	2724	2313	0.849119
chr1	178500	2600	2146	0.825385
chr1	178600	2654	2245	0.845893
chr1	178700	2700	2220	0.822222
chr1	178800	2700	2313	0.856667
chr1	178900	2700	2323	0.86037
chr1	179000	2700	2285	0.846296
chr1	179100	2663	2297	0.862561
chr1	179200	2600	2094	0.805385
chr1	179300	2657	2196	0.826496
chr1	179400	2600	2145	0.825
chr1	179500	2657	2228	0.83854
chr1	179600	2749	2190	0.796653
chr1	179700	2800	2376	0.848571
chr1	179800	2835	2263	0.798236
chr1	179900	2733	2295	0.839737
chr1	180000	2625	2093	0.797333
chr1	180100	2649	2238	0.844847
chr1	180200	2614	2134	0.816373
chr1	180300	2566	2183	0.85074
chr1	180400	2387	1924	0.806033
chr1	180500	2400	2074	0.864167
chr1	180600	2400	1856	0.773333
chr1	180700	2462	2086	0.847279
chr1	180800	2520	1915	0.759921
chr1	180900	2600	2216	0.852308
chr1	181000	2600	2169	0.834231
chr1	181100	2563	2101	0.819742
chr1	181200	2603	2207	0.847868
chr1	181300	2738	2177	0.795106
chr1	181400	2800	2298	0.820714
chr1	181500	2800	2401	0.8575
chr1	181600	2800	2253	0.804643
chr1	181700	2779	2307	0.830155
chr1	181800	2737	2265	0.827548
chr1	181900	2800	2253	0.804643
chr1	182000	2800	2238	0.799286
chr1	182100	2819	2331	0.826889
chr1	182200	2900	2504	0.863448
chr1	182300	2900	2393	0.825172
chr1	182400	2986	2486	0.832552
chr1	182500	3000	2578	0.859333
chr1	182600	3000	2529	0.843
chr1	182700	3000	2542	0.847333
chr1	182800	3000	2548	0.849333
chr1	182900	3000	2420	0.806667
chr1	183000	3000	2477	0.825667
chr1	183100	3000	2577	0.859
chr1	183200	3000	2518	0.839333
chr1	183300	3000	2429	0.809667
chr1	183400	3000	2547	0.849
chr1	183500	3000	2503	0.834333
chr1	183600	3000	2447	0.815667
chr1	183700	3001	2496	0.831723
chr1	183800	3100	2681	0.864839
chr1	183900	3100	2530	0.816129
chr1	184000	3100	2592	0.836129
chr1	184100	3100	2454	0.791613
chr1	184200	3152	2629	0.834074
chr1	184300	3200	2697	0.842812
chr1	184400	3145	2665	0.847377
chr1	184500	3097	2550	0.823377
chr1	184600	2929	2416	0.824855
chr1	184700	2979	2521	0.846257
chr1	184800	3032	2521	0.831464
chr1	184900	3100	2616	0.843871
chr1	185000	3100	2630	0.848387
chr1	185100	3100	2534	0.817419
chr1	185200	3045	2478	0.813793
chr1	185300	2906	2475	0.851686
chr1	185400	2900	2483	0.856207
chr1	185500	2900	2429	0.837586
chr1	185600	2814	2335	0.82978
chr1	185700	2800	2417	0.863214
chr1	185800	2800	2343	0.836786
chr1	185900	2790	2261	0.810394
chr1	186000	2700	2284	0.845926
chr1	186100	2700	2302	0.852593
chr1	186200	2700	2185	0.809259
chr1	186300	2688	2166	0.805804
chr1	186400	2600	2158	0.83
chr1	186500	2650	2181	0.823019
chr1	186600	2800	2355	0.841071
chr1	186700	2788	2407	0.863343
chr1	186800	2700	2258	0.836296
chr1	186900	2700	2177	0.806296
chr1	187000	2656	2178	0.82003
chr1	187100	2584	2217	0.857972
chr1	187200	2595	2156	0.830829
chr1	187300	2600	2118	0.814615
chr1	187400	2600	2165	0.832692
chr1	187500	2600	2101	0.808077
chr1	187600	2600	2168	0.833846
chr1	187700	2654	2190	0.82517
chr1	187800	2755	2344	0.850817
chr1	187900	2712	2298	0.847345
chr1	188000	2800	2221	0.793214
chr1	188100	2800	2287	0.816786
chr1	188200	2800	2279	0.813929
chr1	188300	2800	2434	0.869286
chr1	188400	2800	2387	0.8525
chr1	188500	2800	2405	0.858929
chr1	188600	2800	2302	0.822143
chr1	188700	2800	2330	0.832143
chr1	188800	2800	2461	0.878929
chr1	188900	2800	2253	0.804643
chr1	189000	2800	2446	0.873571
chr1	189100	2800	2137	0.763214
chr1	189200	2753	2344	0.851435
chr1	189300	2700	2211	0.818889
chr1	189400	2700	2274	0.842222
chr1	189500	2700	2214	0.82
chr1	189600	2700	2264	0.838519
chr1	189700	2700	2272	0.841481
chr1	189800	2652	2203	0.830694
chr1	189900	2600	2212	0.850769
chr1	190000	2600	2115	0.813462
chr1	190100	2618	2139	0.817036
chr1	190200	2700	2280	0.844444
chr1	190300	2700	2255	0.835185
chr1	190400	2700	2259	0.836667
chr1	190500	2789	2297	0.823593
chr1	190600	2733	2309	0.844859
chr1	190700	2700	2250	0.833333
chr1	190800	2700	2198	0.814074
chr1	190900	2700	2251	0.833704
chr1	191000	2690	2237	0.831599
chr1	191100	2521	2162	0.857596
chr1	191200	2611	2165	0.829184
chr1	191300	2716	2386	0.878498
chr1	191400	2644	2168	0.81997
chr1	191500	2600	2216	0.852308
chr1	191600	2623	2054	0.783073
chr1	191700	2700	2189	0.810741
chr1	191800	2700	2296	0.85037
chr1	191900	2700	2289	0.847778
chr1	192000	2700	2196	0.813333
chr1	192100	2700	2182	0.808148
chr1	192200	2652	2236	0.843137
chr1	192300	2583	2114	0.818428
chr1	192400	2385	1942	0.814256
chr1	192500	2290	1935	0.844978
chr1	192600	2356	2007	0.851868
chr1	192700	2400	1910	0.795833
chr1	192800	2400	1887	0.78625
chr1	192900	2400	2052	0.855
chr1	193000	2400	1971	0.82125
chr1	193100	2400	1990	0.829167
chr1	193200	2398	2048	0.854045
chr1	193300	2213	1909	0.86263
chr1	193400	2193	1834	0.836297
chr1	193500	2100	1757	0.836667
chr1	193600	2134	1842	0.863168
chr1	193700	2200	1853	0.842273
chr1	193800	2200	1826	0.83
chr1	193900	2200	1854	0.842727
chr1	194000	2165	1807	0.834642
chr1	194100	2100	1779	0.847143
chr1	194200	2100	1761	0.838571
chr1	194300	2100	1729	0.823333
chr1	194400	2100	1767	0.841429
chr1	194500	2100	1746	0.831429
chr1	194600	2141	1744	0.814573
chr1	194700	2200	1745	0.793182
chr1	194800	2200	1865	0.847727
chr1	194900	2200	1779	0.808636
chr1	195000	2200	1625	0.738636
chr1	195100	2200	1914	0.87
chr1	195200	2200	1778	0.808182
chr1	195300	2200	1754	0.797273
chr1	195400	2205	1898	0.860771
chr1	195500	2212	1861	0.84132
chr1	195600	2261	1875	0.829279
chr1	195700	2224	1810	0.813849
chr1	195800	2200	1892	0.86
chr1	195900	2200	1834	0.833636
chr1	196000	2128	1719	0.807801
chr1	196100	2100	1669	0.794762
chr1	196200	2123	1803	0.84927
chr1	196300	2200	1818	0.826364
chr1	196400	2200	1858	0.844545
chr1	196500	2121	1743	0.821782
chr1	196600	2100	1805	0.859524
chr1	196700	2194	1829	0.833637
chr1	196800	2200	1716	0.78
chr1	196900	2200	1733	0.787727
chr1	197000	2200	1771	0.805
chr1	197100	2200	1797	0.816818
chr1	197200	2209	1905	0.862381
chr1	197300	2390	1949	0.815481
chr1	197400	2400	1932	0.805
chr1	197500	2373	1927	0.812052
chr1	197600	2300	1902	0.826957
chr1	197700	2300	1937	0.842174
chr1	197800	2217	1796	0.810104
chr1	197900	2109	1695	0.803698
chr1	198000	2100	1714	0.81619
chr1	198100	2100	1773	0.844286
chr1	198200	2100	1718	0.818095
chr1	198300	2085	1674	0.802878
chr1	198400	2053	1713	0.834389
chr1	198500	2100	1805	0.859524
chr1	198600	2100	1675	0.797619
chr1	198700	2100	1718	0.818095
chr1	198800	2080	1705	0.819712
chr1	198900	2000	1665	0.8325
chr1	199000	2000	1620	0.81
chr1	199100	2000	1568	0.784
chr1	199200	2000	1600	0.8
chr1	199300	2000	1634	0.817
chr1	199400	2000	1662	0.831
chr1	199500	1910	1494	0.782199
chr1	199600	1800	1459	0.810556
chr1	199700	1800	1537	0.853889
chr1	199800	1800	1420	0.788889
chr1	199900	1800	1474	0.818889
chr1	200000	1800	1479	0.821667
chr1	200100	1800	1577	0.876111
chr1	200200	1800	1388	0.771111
chr1	200300	1800	1522	0.845556
chr1	200400	1800	1541	0.856111
chr1	200500	1800	1454	0.807778
chr1	200600	1800	1491	0.828333
chr1	200700	1800	1445	0.802778
chr1	200800	1800	1496	0.831111
chr1	200900	1800	1457	0.809444
chr1	201000	1800	1441	0.800556
chr1	201100	1800	1505	0.836111
chr1	201200	1800	1526	0.847778
chr1	201300	1800	1497	0.831667
chr1	201400	1864	1608	0.862661
chr1	201500	1863	1512	0.811594
chr1	201600	1800	1492	0.828889
chr1	201700	1800	1441	0.800556
chr1	201800	1758	1378	0.783845
chr1	201900	1700	1417	0.833529
chr1	202000	1700	1408	0.828235
chr1	202100	1700	1368	0.804706
chr1	202200	1647	1412	0.857316
chr1	202300	1600	1310	0.81875
chr1	202400	1585	1222	0.770978
chr1	202500	1500	1210	0.806667
chr1	202600	1500	1272	0.848
chr1	202700	1473	1262	0.856755
chr1	202800	1400	1119	0.799286
chr1	202900	1400	1103	0.787857
chr1	203000	1400	1081	0.772143
chr1	203100	1400	1147	0.819286
chr1	203200	1544	1250	0.809585
chr1	203300	1600	1324	0.8275
chr1	203400	1600	1333	0.833125
chr1	203500	1500	1266	0.844
chr1	203600	1500	1217	0.811333
chr1	203700	1500	1282	0.854667
chr1	203800	1500	1181	0.787333
chr1	203900	1484	1214	0.818059
chr1	204000	1436	1152	0.802228
chr1	204100	1559	1273	0.816549
chr1	204200	1600	1339	0.836875
chr1	204300	1600	1311	0.819375
chr1	204400	1600	1320	0.825
chr1	204500	1569	1145	0.729764
chr1	204600	1500	826	0.550667
chr1	204700	1564	1072	0.685422
chr1	204800	1600	1335	0.834375
chr1	204900	1600	1321	0.825625
chr1	205000	1600	1337	0.835625
chr1	205100	1600	1299	0.811875
chr1	205200	1600	1275	0.796875
chr1	205300	1600	1262	0.78875
chr1	205400	1513	1324	0.875083
chr1	205500	1500	1232	0.821333
chr1	205600	1477	1237	0.837508
chr1	205700	1419	1170	0.824524
chr1	205800	1500	1268	0.845333
chr1	205900	1580	1317	0.833544
chr1	206000	1600	1356	0.8475
chr1	206100	1600	1321	0.825625
chr1	206200	1600	1326	0.82875
chr1	206300	1600	1327	0.829375
chr1	206400	1628	1333	0.818796
chr1	206500	1688	1417	0.839455
chr1	206600	1600	1330	0.83125
chr1	206700	1600	1369	0.855625
chr1	206800	1600	1288	0.805
chr1	206900	1642	1386	0.844093
chr1	207000	1700	1387	0.815882
chr1	207100	1700	1408	0.828235
chr1	207200	1700	1313	0.772353
chr1	207300	1736	1489	0.857719
chr1	207400	1800	1484	0.824444
chr1	207500	1716	1413	0.823427
chr1	207600	1700	1389	0.817059
chr1	207700	1700	1425	0.838235
chr1	207800	1700	1422	0.836471
chr1	207900	1672	1348	0.80622
chr1	208000	1605	1349	0.840498
chr1	208100	1700	1368	0.804706
chr1	208200	1676	1486	0.886635
chr1	208300	1600	1343	0.839375
chr1	208400	1600	1255	0.784375
chr1	208500	1551	1268	0.817537
chr1	208600	1500	1231	0.820667
chr1	208700	1500	1243	0.828667
chr1	208800	1500	1180	0.786667
chr1	208900	1500	1202	0.801333
chr1	209000	1500	1265	0.843333
chr1	209100	1500	1265	0.843333
chr1	209200	1500	1186	0.790667
chr1	209300	1500	1207	0.804667
chr1	209400	1500	1280	0.853333
chr1	209500	1500	1199	0.799333
chr1	209600	1500	1312	0.874667
chr1	209700	1500	1267	0.844667
chr1	209800	1500	1208	0.805333
chr1	209900	1500	1180	0.786667
chr1	210000	1500	1189	0.792667
chr1	210100	1393	1170	0.839914
chr1	210200	1347	1131	0.839644
chr1	210300	1400	1099	0.785
chr1	210400	1400	1156	0.825714
chr1	210500	1400	1134	0.81
chr1	210600	1400	1199	0.856429
chr1	210700	1400	1154	0.824286
chr1	210800	1400	1188	0.848571
chr1	210900	1400	1138	0.812857
chr1	211000	1400	1100	0.785714
chr1	211100	1400	1153	0.823571
chr1	211200	1400	1162	0.83
chr1	211300	1400	1141	0.815
chr1	211400	1400	1159	0.827857
chr1	211500	1485	1248	0.840404
chr1	211600	1500	1197	0.798
chr1	211700	1500	1231	0.820667
chr1	211800	1500	1269	0.846
chr1	211900	1500	1236	0.824
chr1	212000	1500	1272	0.848
chr1	212100	1500	1244	0.829333
chr1	212200	1500	1230	0.82
chr1	212300	1500	1240	0.826667
chr1	212400	1500	1272	0.848
chr1	212500	1500	1224	0.816
chr1	212600	1500	1239	0.826
chr1	212700	1500	1264	0.842667
chr1	212800	1500	1221	0.814
chr1	212900	1500	1242	0.828
chr1	213000	1495	1261	0.843478
chr1	213100	1400	1135	0.810714
chr1	213200	1400	1186	0.847143
chr1	213300	1400	1174	0.838571
chr1	213400	1400	1124	0.802857
chr1	213500	1400	1183	0.845
chr1	213600	1400	1160	0.828571
chr1	213700	1400	1112	0.794286
chr1	213800	1400	1162	0.83
chr1	213900	1400	1219	0.870714
chr1	214000	1400	1126	0.804286
chr1	214100	1400	1127	0.805
chr1	214200	1400	1140	0.814286
chr1	214300	1400	1174	0.838571
chr1	214400	1400	1190	0.85
chr1	214500	1325	1046	0.789434
chr1	214600	1300	1064	0.818462
chr1	214700	1300	1042	0.801538
chr1	214800	1293	1098	0.849188
chr1	214900	1200	990	0.825
chr1	215000	1200	1001	0.834167
chr1	215100	1200	910	0.758333
chr1	215200	1200	1056	0.88
chr1	215300	1200	1014	0.845
chr1	215400	1200	1064	0.886667
chr1	215500	1200	984	0.82
chr1	215600	1200	953	0.794167
chr1	215700	1073	814	0.758621
chr1	215800	900	483	0.536667
chr1	215900	900	698	0.775556
chr1	216000	900	739	0.821111
chr1	216100	900	776	0.862222
chr1	216200	900	752	0.835556
chr1	216300	900	705	0.783333
chr1	216400	900	756	0.84
chr1	216500	900	768	0.853333
chr1	216600	900	739	0.821111
chr1	216700	900	757	0.841111
chr1	216800	900	769	0.854444
chr1	216900	900	763	0.847778
chr1	217000	899	747	0.830923
chr1	217100	800	634	0.7925
chr1	217200	800	665	0.83125
chr1	217300	800	680	0.85
chr1	217400	800	657	0.82125
chr1	217500	800	592	0.74
chr1	217600	800	651	0.81375
chr1	217700	717	586	0.817294
chr1	217800	700	624	0.891429
chr1	217900	700	585	0.835714
chr1	218000	700	573	0.818571
chr1	218100	630	513	0.814286
chr1	218200	600	509	0.848333
chr1	218300	600	497	0.828333
chr1	218400	600	478	0.796667
chr1	218500	521	436	0.836852
chr1	218600	500	415	0.83
chr1	218700	500	398	0.796
chr1	218800	500	417	0.834
chr1	218900	500	402	0.804
chr1	219000	500	402	0.804
chr1	219100	395	316	0.8
chr1	219200	300	213	0.71
chr1	219300	300	235	0.783333
chr1	219400	293	238	0.812287
chr1	219500	300	249	0.83
chr1	219600	300	267	0.89
chr1	219700	300	244	0.813333
chr1	219800	300	235	0.783333
chr1	219900	300	233	0.776667
chr1	220000	300	246	0.82
chr1	220100	300	251	0.836667
chr1	220200	300	254	0.846667
chr1	220300	300	250	0.833333
chr1	220400	222	179	0.806306
chr1	220500	200	175	0.875
chr1	220600	200	171	0.855
chr1	220700	200	167	0.835
chr1	220800	200	168	0.84
chr1	220900	200	162	0.81
chr1	221000	200	163	0.815
chr1	221100	200	167	0.835
chr1	221200	200	159	0.795
chr1	221300	200	154	0.77
chr1	221400	200	167	0.835
chr1	221500	200	165	0.825
chr1	221600	200	160	0.8
chr1	221700	200	175	0.875
chr1	221800	200	169	0.845
chr1	221900	140	116	0.828571
chr1	222000	100	87	0.87
chr1	222100	100	91	0.91
chr1	222200	100	81	0.81
chr1	222300	100	82	0.82
chr1	222400	100	85	0.85
chr1	222500	100	82	0.82
chr1	222600	100	78	0.78
chr1	222700	100	66	0.66
chr1	222800	100	58	0.58
chr1	222900	100	72	0.72
chr1	223000	100	82	0.82
chr1	223100	100	86	0.86
chr1	223200	4	4	1
chr1	223300	0	0	0
chr1	223400	0	0	0
chr1	223500	0	0	0
chr1	223600	0	0	0
